opuntia stricta,AL-FL-GA-LA-MS-NC-SC-VA,AL,,,,,,,,,FL,GA,,,,,,,,LA,,,,,,MS,,,,,,,,,NC,,,,,,,SC,,,,,,VA,,,,
opuntia strigil,TX,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,,,,,,,
opuntia tenuiflora,FL,AL,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opuntia tomentosa,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opuntia triacantha,FL-PR-VI,AL,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opuntia turbinata,FL-GA,AL,,,,,,,,,FL,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opuntia valida,NM-TX,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM,,,,,,,,,,,,TX,,,,,,,
opuntia vaseyi,AZ-CA,AL,,AZ,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opuntia wootonii,NM,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM,,,,,,,,,,,,,,,,,,,
orbexilum,AL-AR-FL-GA-IL-IN-IA-KS-KY-LA-MD-MI-MS-MO-NC-OH-OK-SC-TN-TX-VA-WV,AL,,,AR,,,,,,FL,GA,,,IL,IN,IA,KS,KY,LA,,MD,,MI,,MS,MO,,,,,,,,NC,,OH,OK,,,,SC,,TN,TX,,,VA,,WV,,
orbexilum lupinellum,AL-FL-GA-NC-SC,AL,,,,,,,,,FL,GA,,,,,,,,,,,,,,,,,,,,,,,NC,,,,,,,SC,,,,,,,,,,
orbexilum macrophyllum,NC,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC,,,,,,,,,,,,,,,,,
orbexilum onobrychis,AR-IL-IN-IA-KY-MO-NC-OH-SC-TN-VA-WV,AL,,,AR,,,,,,,,,,IL,IN,IA,,KY,,,,,,,,MO,,,,,,,,NC,,OH,,,,,SC,,TN,,,,VA,,WV,,
orbexilum pedunculatum,AL-AR-FL-GA-IL-IN-KS-KY-LA-MD-MI-MS-MO-NC-OH-OK-SC-TN-TX-VA,AL,,,AR,,,,,,FL,GA,,,IL,IN,,KS,KY,LA,,MD,,MI,,MS,MO,,,,,,,,NC,,OH,OK,,,,SC,,TN,TX,,,VA,,,,
orbexilum pedunculatum var. pedunculatum,AL-AR-FL-GA-IL-IN-KS-KY-LA-MD-MI-MS-MO-NC-OH-OK-SC-TN-TX-VA,AL,,,AR,,,,,,FL,GA,,,IL,IN,,KS,KY,LA,,MD,,MI,,MS,MO,,,,,,,,NC,,OH,OK,,,,SC,,TN,TX,,,VA,,,,
orbexilum pedunculatum var. psoralioides,FL-GA-KY-MD-NC-SC-VA,AL,,,,,,,,,FL,GA,,,,,,,KY,,,MD,,,,,,,,,,,,,NC,,,,,,,SC,,,,,,VA,,,,
orbexilum simplex,AL-AR-IL-LA-MS-OK-TX,AL,,,AR,,,,,,,,,,IL,,,,,LA,,,,,,MS,,,,,,,,,,,,OK,,,,,,,TX,,,,,,,
orbexilum stipulatum,KY,AL,,,,,,,,,,,,,,,,,KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orbexilum virgatum,FL-GA,AL,,,,,,,,,FL,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orcuttia,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orcuttia californica,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orcuttia inaequalis,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orcuttia pilosa,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orcuttia tenuis,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orcuttia viscida,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oreobolus,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oreobolus furcatus,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oreochrysum,AZ-CO-NV-NM-UT-WY,AL,,AZ,,,CO,,,,,,,,,,,,,,,,,,,,,,,NV,,,NM,,,,,,,,,,,,,UT,,,,,,WY
oreochrysum parryi,AZ-CO-NV-NM-UT-WY,AL,,AZ,,,CO,,,,,,,,,,,,,,,,,,,,,,,NV,,,NM,,,,,,,,,,,,,UT,,,,,,WY
oreonana,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oreonana clementis,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oreonana purpurascens,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oreonana vestita,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oreostemma,CA-ID-MT-NV-OR-WA-WY,AL,,,,CA,,,,,,,,ID,,,,,,,,,,,,,,MT,,NV,,,,,,,,,OR,,,,,,,,,,WA,,,WY
oreostemma alpigenum,CA-ID-MT-NV-OR-WA-WY,AL,,,,CA,,,,,,,,ID,,,,,,,,,,,,,,MT,,NV,,,,,,,,,OR,,,,,,,,,,WA,,,WY
oreostemma alpigenum var. alpigenum,OR-WA,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,WA,,,
oreostemma alpigenum var. andersonii,CA-NV-OR,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,NV,,,,,,,,,OR,,,,,,,,,,,,,
oreostemma alpigenum var. haydenii,ID-MT-NV-OR-WY,AL,,,,,,,,,,,,ID,,,,,,,,,,,,,,MT,,NV,,,,,,,,,OR,,,,,,,,,,,,,WY
oreostemma elatum,CA-OR,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,
oreostemma peirsonii,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oreoxis,AZ-CO-NM-UT-WY,AL,,AZ,,,CO,,,,,,,,,,,,,,,,,,,,,,,,,,NM,,,,,,,,,,,,,UT,,,,,,WY
oreoxis alpina,AZ-CO-NM-UT-WY,AL,,AZ,,,CO,,,,,,,,,,,,,,,,,,,,,,,,,,NM,,,,,,,,,,,,,UT,,,,,,WY
oreoxis alpina ssp. alpina,AZ-CO-NM-UT-WY,AL,,AZ,,,CO,,,,,,,,,,,,,,,,,,,,,,,,,,NM,,,,,,,,,,,,,UT,,,,,,WY
oreoxis alpina ssp. puberulenta,CO,AL,,,,,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oreoxis bakeri,CO-NM-UT,AL,,,,,CO,,,,,,,,,,,,,,,,,,,,,,,,,,NM,,,,,,,,,,,,,UT,,,,,,
oreoxis humilis,CO-NM,AL,,,,,CO,,,,,,,,,,,,,,,,,,,,,,,,,,NM,,,,,,,,,,,,,,,,,,,
oreoxis trotteri,UT,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,
origanum,AR-CA-CT-DE-IL-MD-MA-MI-NJ-NY-NC-OH-OR-PA-VT-VA-WA-BC-NS-ON-PE-QC,AL,,,AR,CA,,CT,DE,,,,,,IL,,,,,,,MD,MA,MI,,,,,,,,NJ,,NY,NC,,OH,,OR,PA,,,,,,,VT,VA,WA,,,
origanum heracleoticum,BC,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origanum majorana,MA-PA,AL,,,,,,,,,,,,,,,,,,,,,MA,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,
origanum vulgare,AR-CA-CT-DE-IL-MD-MA-MI-NJ-NY-NC-OH-OR-PA-VT-VA-WA-BC-NS-ON-PE-QC,AL,,,AR,CA,,CT,DE,,,,,,IL,,,,,,,MD,MA,MI,,,,,,,,NJ,,NY,NC,,OH,,OR,PA,,,,,,,VT,VA,WA,,,
ormosia,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ormosia krugii,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ornithogalum,AL-AR-CA-CT-DE-DC-FL-GA-ID-IL-IN-IA-KS-KY-LA-ME-MD-MA-MI-MN-MS-MO-NE-NH-NJ-NY-NC-OH-OK-OR-PA-RI-SC-SD-TN-TX-UT-VT-VA-WA-WV-WI-BC-NB-NF-NS-ON-QC,AL,,,AR,CA,,CT,DE,DC,FL,GA,,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,,NE,,NH,NJ,,NY,NC,,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,
ornithogalum caudatum,AR,AL,,,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ornithogalum nutans,AR-CT-DE-DC-IL-IN-MD-MI-MO-NY-NC-OH-OR-PA-VA-WA-WV-ON,AL,,,AR,,,CT,DE,DC,,,,,IL,IN,,,,,,MD,,MI,,,MO,,,,,,,NY,NC,,OH,,OR,PA,,,,,,,,VA,WA,WV,,
ornithogalum pyrenaicum,WV,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WV,,
ornithogalum umbellatum,AL-AR-CA-CT-DE-DC-FL-GA-ID-IL-IN-IA-KS-KY-LA-ME-MD-MA-MI-MN-MS-MO-NE-NH-NJ-NY-NC-OH-OK-OR-PA-RI-SC-SD-TN-TX-UT-VT-VA-WA-WV-WI-BC-NB-NF-NS-ON-QC,AL,,,AR,CA,,CT,DE,DC,FL,GA,,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,,NE,,NH,NJ,,NY,NC,,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,
ornithopus,CA-MA-NY-OR-PA,AL,,,,CA,,,,,,,,,,,,,,,,,MA,,,,,,,,,,,NY,,,,,OR,PA,,,,,,,,,,,,
ornithopus compressus,OR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,
ornithopus perpusillus,PA,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,
ornithopus pinnatus,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ornithopus sativus,CA-MA-NY,AL,,,,CA,,,,,,,,,,,,,,,,,MA,,,,,,,,,,,NY,,,,,,,,,,,,,,,,,,
ornithopus sativus ssp. isthmocarpus,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ornithopus sativus ssp. sativus,MA-NY,AL,,,,,,,,,,,,,,,,,,,,,MA,,,,,,,,,,,NY,,,,,,,,,,,,,,,,,,
ornithostaphylos,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ornithostaphylos oppositifolia,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orobanche,AL-AK-AZ-AR-CA-CO-CT-DE-DC-FL-GA-ID-IL-IN-IA-KS-KY-LA-ME-MD-MA-MI-MN-MS-MO-MT-NE-NV-NH-NJ-NM-NY-NC-ND-OH-OK-OR-PA-RI-SC-SD-TN-TX-UT-VT-VA-WA-WV-WI-WY-AB-BC-MB-NB-NF-NS-ON-PE-QC-SK-YT-FRASPM,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
orobanche bulbosa,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orobanche californica,CA-ID-NV-OR-WA-BC,AL,,,,CA,,,,,,,,ID,,,,,,,,,,,,,,,,NV,,,,,,,,,OR,,,,,,,,,,WA,,,
orobanche californica ssp. californica,CA-OR-WA-BC,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,WA,,,
orobanche californica ssp. condensa,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orobanche californica ssp. feudgei,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orobanche californica ssp. grandis,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orobanche californica ssp. grayana,CA-ID-NV-OR-WA,AL,,,,CA,,,,,,,,ID,,,,,,,,,,,,,,,,NV,,,,,,,,,OR,,,,,,,,,,WA,,,
orobanche californica ssp. jepsonii,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orobanche cooperi,AZ-CA-NV-NM-TX-UT,AL,,AZ,,CA,,,,,,,,,,,,,,,,,,,,,,,,NV,,,NM,,,,,,,,,,,,TX,UT,,,,,,
orobanche cooperi ssp. cooperi,AZ-CA-NV-NM-TX-UT,AL,,AZ,,CA,,,,,,,,,,,,,,,,,,,,,,,,NV,,,NM,,,,,,,,,,,,TX,UT,,,,,,
orobanche cooperi ssp. latiloba,AZ-CA-NV-NM-UT,AL,,AZ,,CA,,,,,,,,,,,,,,,,,,,,,,,,NV,,,NM,,,,,,,,,,,,,UT,,,,,,
orobanche corymbosa,CA-ID-MT-NV-NM-OR-UT-WA-WY-BC,AL,,,,CA,,,,,,,,ID,,,,,,,,,,,,,,MT,,NV,,,NM,,,,,,OR,,,,,,,UT,,,WA,,,WY
orobanche corymbosa ssp. corymbosa,CA-ID-MT-NV-NM-OR-UT-WA-WY,AL,,,,CA,,,,,,,,ID,,,,,,,,,,,,,,MT,,NV,,,NM,,,,,,OR,,,,,,,UT,,,WA,,,WY
orobanche corymbosa ssp. mutabilis,WA-BC,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WA,,,
orobanche fasciculata,AK-AZ-CA-CO-ID-IL-IN-IA-KS-MI-MN-MT-NE-NV-NM-ND-OK-OR-SD-TX-UT-WA-WI-WY-AB-BC-MB-ON-SK-YT,AL,AK,AZ,,CA,CO,,,,,,,ID,IL,IN,IA,KS,,,,,,MI,MN,,,MT,NE,NV,,,NM,,,ND,,OK,OR,,,,SD,,TX,UT,,,WA,,WI,WY
orobanche hederae,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orobanche ludoviciana,AZ-CO-ID-IL-IN-IA-KS-KY-MN-MO-MT-NE-NV-NM-ND-OH-OK-OR-SD-TN-TX-UT-VA-WA-WV-WI-WY-AB-BC-MB-SK,AL,,AZ,,,CO,,,,,,,ID,IL,IN,IA,KS,KY,,,,,,MN,,MO,MT,NE,NV,,,NM,,,ND,OH,OK,OR,,,,SD,TN,TX,UT,,VA,WA,WV,WI,WY
orobanche ludoviciana ssp. ludoviciana,AZ-CO-ID-IL-IN-IA-KS-KY-MN-MO-MT-NE-NV-NM-ND-OH-OK-OR-SD-TN-TX-UT-VA-WA-WV-WI-WY-AB-BC-MB-SK,AL,,AZ,,,CO,,,,,,,ID,IL,IN,IA,KS,KY,,,,,,MN,,MO,MT,NE,NV,,,NM,,,ND,OH,OK,OR,,,,SD,TN,TX,UT,,VA,WA,WV,WI,WY
orobanche ludoviciana ssp. multiflora,AZ-CO-ID-KS-MO-NM-OK-TX-UT-WY,AL,,AZ,,,CO,,,,,,,ID,,,,KS,,,,,,,,,MO,,,,,,NM,,,,,OK,,,,,,,TX,UT,,,,,,WY
orobanche minor,DE-DC-FL-GA-MD-NJ-NY-NC-OR-PA-SC-VT-VA-WA-WV,AL,,,,,,,DE,DC,FL,GA,,,,,,,,,,MD,,,,,,,,,,NJ,,NY,NC,,,,OR,PA,,SC,,,,,VT,VA,WA,WV,,
orobanche multicaulis,AZ-NM-TX,AL,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM,,,,,,,,,,,,TX,,,,,,,
orobanche parishii,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orobanche parishii ssp. brachyloba,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orobanche parishii ssp. parishii,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orobanche pinorum,CA-ID-OR-WA-BC,AL,,,,CA,,,,,,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,WA,,,
orobanche ramosa,CA-IL-KY-NJ-NC-TX,AL,,,,CA,,,,,,,,,IL,,,,KY,,,,,,,,,,,,,NJ,,,NC,,,,,,,,,,TX,,,,,,,
orobanche uniflora,AL-AK-AZ-AR-CA-CO-CT-DE-DC-FL-GA-ID-IL-IN-IA-KS-KY-LA-ME-MD-MA-MI-MN-MS-MO-MT-NE-NV-NH-NJ-NM-NY-NC-ND-OH-OK-OR-PA-RI-SC-SD-TN-TX-UT-VT-VA-WA-WV-WI-WY-AB-BC-NB-NF-NS-ON-PE-QC-SK-FRASPM,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
orobanche valida,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orobanche valida ssp. howellii,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orobanche valida ssp. valida,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orobanche vallicola,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orochaenactis,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orochaenactis thysanocarpha,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orogenia,CA-CO-ID-MT-OR-UT-WA-WY,AL,,,,CA,CO,,,,,,,ID,,,,,,,,,,,,,,MT,,,,,,,,,,,OR,,,,,,,UT,,,WA,,,WY
orogenia fusiformis,CA-ID-MT-OR,AL,,,,CA,,,,,,,,ID,,,,,,,,,,,,,,MT,,,,,,,,,,,OR,,,,,,,,,,,,,
orogenia linearifolia,CO-ID-OR-UT-WA-WY,AL,,,,,CO,,,,,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,UT,,,WA,,,WY
orontium,AL-CT-DE-DC-FL-GA-KY-LA-MD-MA-MS-NJ-NY-NC-PA-RI-SC-TN-TX-VA-WV,AL,,,,,,CT,DE,DC,FL,GA,,,,,,,KY,LA,,MD,MA,,,MS,,,,,,NJ,,NY,NC,,,,,PA,RI,SC,,TN,TX,,,VA,,WV,,
orontium aquaticum,AL-CT-DE-DC-FL-GA-KY-LA-MD-MA-MS-NJ-NY-NC-PA-RI-SC-TN-TX-VA-WV,AL,,,,,,CT,DE,DC,FL,GA,,,,,,,KY,LA,,MD,MA,,,MS,,,,,,NJ,,NY,NC,,,,,PA,RI,SC,,TN,TX,,,VA,,WV,,
orthilia,AK-AZ-CA-CO-CT-DE-DC-ID-IL-IN-IA-ME-MD-MA-MI-MN-MT-NE-NV-NH-NJ-NM-NY-ND-OH-OR-PA-RI-SD-UT-VT-VA-WA-WI-WY-AB-BC-LB-MB-NB-NF-NT-NS-NU-ON-PE-QC-SK-YT-DENGL-FRASPM,AL,AK,AZ,,CA,CO,CT,DE,DC,,,,ID,IL,IN,IA,,,,ME,MD,MA,MI,MN,,,MT,NE,NV,NH,NJ,NM,NY,,ND,OH,,OR,PA,RI,,SD,,,UT,VT,VA,WA,,WI,WY
orthilia secunda,AK-AZ-CA-CO-CT-DE-DC-ID-IL-IN-IA-ME-MD-MA-MI-MN-MT-NE-NV-NH-NJ-NM-NY-ND-OH-OR-PA-RI-SD-UT-VT-VA-WA-WI-WY-AB-BC-LB-MB-NB-NF-NT-NS-NU-ON-PE-QC-SK-YT-DENGL-FRASPM,AL,AK,AZ,,CA,CO,CT,DE,DC,,,,ID,IL,IN,IA,,,,ME,MD,MA,MI,MN,,,MT,NE,NV,NH,NJ,NM,NY,,ND,OH,,OR,PA,RI,,SD,,,UT,VT,VA,WA,,WI,WY
orthocarpus,AZ-CA-CO-ID-MD-MN-MT-NE-NV-NM-NY-ND-OR-SD-UT-WA-WY-AB-BC-MB-NT-ON-SK-YT,AL,,AZ,,CA,CO,,,,,,,ID,,,,,,,,MD,,,MN,,,MT,NE,NV,,,NM,NY,,ND,,,OR,,,,SD,,,UT,,,WA,,,WY
orthocarpus barbatus,WA-BC,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WA,,,
orthocarpus bracteosus,CA-MD-NY-OR-WA-BC,AL,,,,CA,,,,,,,,,,,,,,,,MD,,,,,,,,,,,,NY,,,,,OR,,,,,,,,,,WA,,,
orthocarpus cuspidatus,CA-NV-OR,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,NV,,,,,,,,,OR,,,,,,,,,,,,,
orthocarpus cuspidatus ssp. copelandii,CA-OR,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,
orthocarpus cuspidatus ssp. cryptanthus,CA-NV-OR,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,NV,,,,,,,,,OR,,,,,,,,,,,,,
orthocarpus cuspidatus ssp. cuspidatus,CA-OR,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,
orthocarpus imbricatus,CA-OR-WA-BC,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,WA,,,
orthocarpus luteus,AZ-CA-CO-ID-MN-MT-NE-NV-NM-ND-OR-SD-UT-WA-WY-AB-BC-MB-NT-ON-SK-YT,AL,,AZ,,CA,CO,,,,,,,ID,,,,,,,,,,,MN,,,MT,NE,NV,,,NM,,,ND,,,OR,,,,SD,,,UT,,,WA,,,WY
orthocarpus pachystachyus,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orthocarpus purpureoalbus,AZ-CO-NV-NM-UT,AL,,AZ,,,CO,,,,,,,,,,,,,,,,,,,,,,,NV,,,NM,,,,,,,,,,,,,UT,,,,,,
orthocarpus tenuifolius,ID-MT-OR-WA-WY-BC,AL,,,,,,,,,,,,ID,,,,,,,,,,,,,,MT,,,,,,,,,,,OR,,,,,,,,,,WA,,,WY
orthocarpus tolmiei,ID-UT-WY,AL,,,,,,,,,,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,WY
orthocarpus tolmiei ssp. holmgreniorum,ID-UT,AL,,,,,,,,,,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,
orthocarpus tolmiei ssp. tolmiei,ID-UT-WY,AL,,,,,,,,,,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,WY
oryctes,CA-NV,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,NV,,,,,,,,,,,,,,,,,,,,,,
oryctes nevadensis,CA-NV,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,NV,,,,,,,,,,,,,,,,,,,,,,
oryza,AL-AR-CA-FL-GA-IL-LA-MS-MO-NC-OK-SC-TN-TX-VA-PR-VI,AL,,,AR,CA,,,,,FL,GA,,,IL,,,,,LA,,,,,,MS,MO,,,,,,,,NC,,,OK,,,,SC,,TN,TX,,,VA,,,,
oryza latifolia,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oryza rufipogon,CA-FL,AL,,,,CA,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oryza sativa,AL-AR-CA-GA-IL-LA-MS-MO-NC-OK-SC-TN-TX-VA-PR-VI,AL,,,AR,CA,,,,,,GA,,,IL,,,,,LA,,,,,,MS,MO,,,,,,,,NC,,,OK,,,,SC,,TN,TX,,,VA,,,,
oryzopsis,CO-CT-ID-IL-IN-IA-ME-MD-MA-MI-MN-MT-NH-NJ-NM-NY-ND-OH-PA-RI-SD-UT-VT-VA-WA-WV-WI-WY-AB-BC-MB-NB-NF-NT-NS-ON-PE-QC-SK-YT,AL,,,,,CO,CT,,,,,,ID,IL,IN,IA,,,,ME,MD,MA,MI,MN,,,MT,,,NH,NJ,NM,NY,,ND,OH,,,PA,RI,,SD,,,UT,VT,VA,WA,WV,WI,WY
oryzopsis asperifolia,CO-CT-ID-IL-IN-IA-ME-MD-MA-MI-MN-MT-NH-NJ-NM-NY-ND-OH-PA-RI-SD-UT-VT-VA-WA-WV-WI-WY-AB-BC-MB-NB-NF-NT-NS-ON-PE-QC-SK-YT,AL,,,,,CO,CT,,,,,,ID,IL,IN,IA,,,,ME,MD,MA,MI,MN,,,MT,,,NH,NJ,NM,NY,,ND,OH,,,PA,RI,,SD,,,UT,VT,VA,WA,WV,WI,WY
osmadenia,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
osmadenia tenella,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
osmanthus,AL-FL-GA-LA-MS-NC-SC-TX-VA,AL,,,,,,,,,FL,GA,,,,,,,,LA,,,,,,MS,,,,,,,,,NC,,,,,,,SC,,,TX,,,VA,,,,
osmanthus americanus,AL-FL-GA-LA-MS-NC-SC-TX-VA,AL,,,,,,,,,FL,GA,,,,,,,,LA,,,,,,MS,,,,,,,,,NC,,,,,,,SC,,,TX,,,VA,,,,
osmanthus americanus var. americanus,AL-FL-GA-LA-MS-NC-SC-TX-VA,AL,,,,,,,,,FL,GA,,,,,,,,LA,,,,,,MS,,,,,,,,,NC,,,,,,,SC,,,TX,,,VA,,,,
osmanthus americanus var. megacarpus,FL,AL,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
